11823497571,Лидия Курбель,lidiiakurbel,False
1273009120,Nick Vujicic,nickvujicic,False
26659991203,СЪЕДОБНЫЕ БУКЕТЫ Харьков,bunches.kh,False
8938748268,Aiex Quinn,werg576355,False
10855814,Карагян Карен Александрович,worshipovec,False
7009816170,Олег Пустовой,oleg.pustovoi,False
7152031133,💃ОДЕЖДА ОТ ПРОИЗВОДИТЕЛЯ,daria_fashion_ua,False
2046448689,Sergey Litkevich,sergey1505079,False
2228248730,,morik_m_v,True
5927486870,"Молодежь церкви ""Преображение""",pb_church,False
18267758011,Христианская Музыкальная Школа,worship_music_school,False
4944359898,Ковальчук Нинель,ninelkovalchuk,False
3193622672,Сергей Шубин,sergikshubin,False
14297465162,Снежана Лазарева,lazareva_snezhana,False
5556385747,Заєць Світлана,_zsvitlana_,True
11688864921,Anya,anna_kolomak,False
1519184711,Алекс Турск - King Pictures,alex_tursk,False
4192565824,Христианский мегафон,xmegafon,False
5774848192,Anton Kristianin,antonkristis,False
5086184376,Виктория,_vikoz,False
1092305829,Light Source (Джерело Світла),_lightsource_,False
3642805460,👌,alexey_beliy_,False
7008458735,Елена Вовчек,elenavovchek,False
4847375641,ЭКЗЕГЕТЪ.РУ,ekzeget,False
6607851008,Шукевич Сергей,shukevichs,False
8505744605,КоТэ С NoЖом🔪,_goncharenko.s_,False
5844019946,Хоменко Неля,nellikho,False
4051369527,Маргарита Добрускина,margarita.dobruskina,False
5109356527,Savsenko  (*-*)----,savsenkolllya,False
3928475744,Тимофей Щербинин,timofeishcherbinin,False
7305752005,,prostomoi3,False
8281430811,Алла Кучер,akucer73,False
6293072012,Дмитрий,dmitriyhristov,False
4121169145,Сидлярук Александр,sanya_teol,False
3433950683,❤Дарья❤,c_h_e_r_n_i_c_h_k_a,False
2130500513,Иван,yannix27,False
4082649959,6pmPoltava,6pmpoltava,False
9648781361,ОТРАДНЫЙ ПРОТЕСТАНТ,otradnyy_protestant,False
4206980361,Aleksej,lysenkoaleksej,False
3418029654,Сергей Решетов,sergeism1th,False
4947508425,WakeUp,wake_up.19,False
7784360754,Olea,olea60,False
14696180549,Alicia Smith,alicia_bitcoins_expert_trader,False
569739747,Олег Боков,olegbokov.life,False
10014686546,Aurika Prikhodko,aurika_art,False
5592252174,"Христианская Церковь ""Ковчег""",kovcheg_church,False
3067205586,Молодежь церкви Добрая весть,youth_dv,False
7019390324,Ісус Цар Царів,jesus__kingofkings,False
7896449112,ПРМЛ,prml.ua,False
2226506665,Illya,ilya._.kruglikov,False
1497972380,"Церковь ""ИСКУПЛЕНИЕ""",xci_kh,False
223959936,Nikita Isakov,nikitaisakov,False
6945459596,Церковь «Любовь Божья»,lubov_boga_kem,False
5880714544,Veronika Gorobets,__nikuuusya__,False
2927347925,Молодежное Движение JC†Motion,jc_motion,False
5790906814,Это наше время,this_is_our.time,False
11635113164,Анна Чумак🇺🇦,chumak_ann_romanovna,False
3128246131,Мирослава Бублик,evelina_mause,False
1983266977,🇺🇸,philippasynok,False
1357295990,Ira Kraft,i.kraft.life,False
9441047574,До Края Земли,do_kraya_zemli,False
329653506,feofanyshka,feofanyshka,False
888833711,yakush.family,anechka_yakushevskaya,False
8711196878,Егор.  г.Харьков,world_of_clarnetto,False
6955129700,Maks Lysenko,maksimly07,False
4184255020,А л ё н а  Берносовская,bernosovskaya,False
1909055346,no game - no life,openvla13,False
2312211226,Молодёжное служение,light_up_youth,False
1132404421,Eduard Savchick,esavchick,False
7913524871,Asmat Arusia,asmatarusia,False
7878353299,Рух Молоді Сумщини,ruhmolodi_sumy,False
1347509316,Yuliia Lysenko,julejla,False
16087608196,darianna,d_e_r_z_k_a_y_a___g_i_r_l_l,False
226968591,SKEEMANS CHURCH,skeemanschurch,False
643300444,"Denis Kotsiubynskyi, 25",d.kotsiubynskyi,False
3095439219,Аня Хоменко,annykhomenko,False
8501307318,_s.goncharenko_,_s.goncharenko_,False
5907512334,💞⛓️Катюфффа⛓️💞,samoilova13.09_,False
20220274947,л.ь.о.х.а._008,l.o.k.h.a_008,False
7571274510,My fire 🔥,my.fire,False
3602926779,Владислава Герасим,vladislavagerasim,False
25515148026,Kolian2280198,kolian2280198,False
8799765612,Юмор Соломона,solomonshumor,False
9619073862,Igor amigo,igor_amigo002002k,False
2014771199,Anya Karpentseva,anya_karpentseva,False
6070805373,Валентина Светличная,v_svetlichnaia,False
6306443679,Ирина Беденко,ira.bedenko,False
8639559619,Веселый Сын Пастора,veseliy_syn_pastora,False
7694537745,God_is_love,___god_is__love,False
8342007619,Алия Сатиева,aliia_satieva,False
13548381260,Христианская группа,one_spirit_band,False
2281538498,Школа танца Андрея Бессонова,almabesso,False
4402414211,🍝P E R L O V K A🍜,8echno_m0l0d,False
5510325369,Продажа Библий в Украине,bibles_in.ua,False
5479949575,Sunrise,youthsunrise,False
1338171996,House Of Bread Church,houseofbreadchurch,False
7079726621,,30._.07._.2002,False
2885960992,Ineska,ineska_zin,False
4048781476,Ostrov Youth Chuguev,ostrov_is,False
2153360233,Ваня,vanya_semenenko_,False
6060958532,Andrey Oleynik,chchchpastor,False
8721294244,Дмитрий Лященко,liashchenko_d,False
2319037852,nastya_gavrilova,n_a_s_t_y_a_gav,False
12750187189,Лилия,li_li_jia_207,False
4085558913,🔥,katyha_ilchuk,False
2538184885,𝓘 .,ilonapolyakova,False
6724054218,~VlADISLAVA~,vlada_zhulevaa,False
4464928743,Galina Mironenko,galina.mironenko,False
6011193854,Данил Сергиенко,danilka_danilka___________,False
5614507801,Milena Taran,milena.taran,False
4041812849,Valeria,oarissee,False
7572621907,Адам Андреевич,adam_sopin777,False
2541893472,Аліна Шум | Графічний дизайнер,shum_alina,False
6809529298,Инна Разницина,innaraznitsina,False
1328313802,yesHEis • Живи Миссией 💫,yesheiscis,False
242445560,Matthew Zyrianov,matthewzyr,False
8429561663,Андрей,andrej.anpilogov,False
2271457323,Софит,sofik1856,False
6989552690,Anastasiya_Mart,_anastasiya_mart_,False
1621362186,Borys,goodft100,False
3271862429,Elena  Kalina,lnkalina,False
1455326421,•abnormal introvert•,_oneeyed_joe_,False
12490347879,Иисус - Путь. Истина. Жизнь,jc_lifeee,False
4166652124,Тортики 🎂 Зефир 🎁Пряники,tort_kharkov_natali_zubareva,False
11662887552,𝙽𝚊𝚝𝚊𝚕𝚢 𝚂𝚑𝚞𝚋𝚒𝚗𝚊,nata.shubina_photo,False
5364638374,Разницин Константин,raznitsyn.k,False
7033637974,jackson-ngouélé mbou,jacksonngouele,False
691615609,𝐀𝐧𝐳𝐡𝐞𝐥𝐚 💃🏻,angela_.k,False
238273388,• ANTON KRAFT •,kraftlife,False
21371855488,Жизнь Моя У Твоих Ног Иисус,christian_worlddd,False
1517741049,Алёнка 🦊,alenyshka_bond,False
4481870526,Веселый Христианин,veseliychristianin,False
3875962317,,tanya.pilipchuk,False
8183305317,Елена Литкевич,e.litkevich,False
2358070345,,zlatapolyakova,False
965270903,Дмитрий Олейник,oldmian,False
4326673604,Arina Laskavetskaya🌾,arinals6323,False
6941189533,Andrii Chemerys,andriichemerys,False
18765807441,jtslb,jtslb,False
12961121940,Elen_Ageenkova,elen_ageenkova,False
6728510605,👑Н💎А💎С💎Т💎Я👑,n_a_s_t_i_a2k20,False
5926396243,Мирослава,miroslava_fashion_,False
2158069137,DANA KALYABINA,danakalyabina,False
10155883307,Pavel Klyauzer,pavel_klyauzer,False
192231759,Victori - значит Победа🔥,permykoova,False
1148854387,4UBAND,4ubandmusic,False
419782777,Alexandr Krishtal,alex_amadeo,False
1791333775,Evgeniy  Lopatko,evgeniylopatko,False
2210098039,"Церковь ""Слово Жизни""",wolkhchurch,False
5594237843,,nesysvetnaya_mary,False
3038834639,"ПОДАРКИ, СУВЕНИРЫ, ИНТЕРЬЕР",darangela.nsk,False
4231428083,#LMCONF19,lmconference,False
344242017,J A K E  H A Y N Ξ S,jake_fruitoftheloom,False
1636763407,Daughter of the King. †💛,tomochka_golub,False
2375379079,NASTYA ZELENOVA,ananastasiyka___,True
6894910188,ryslana9688,ryslanka9688,False
203357038,Александр Чувиров,alexchuvirov,False
6067309599,Инна Щербинина,inok_shch,False
7001708572,Петр Лобойко,petrloboiko,False
5604783744,Фотограф Харьков,marinakireeva_photo,False
1977649491,,victoria.dzenglyuk,False
7110436559,протоиерей Андрей Ткачев,andreytkachev_official,False
4731306484,Оформление воздушными шарами,sharoman.kharkov,False
2990190553,Филипп Герасим,filip_gerasim,False
3636046377,Илюша,ilya_isomin,False
363954564,densinelnykov,densinelnykov,False
14654805501,Маслов Дмитрий,maslov.ua,False
5936384055,Милана,milanaworship,False
2682021881,Наталия Швец✨💎,_nataliya.shvets,False
3939632160,Оlga Kornienko,kornienochka_ooo,False
15961991063,Maryna Marchenko,marina.marchenko1,False
1990405199,OpenDima,opendima050,False
7248250589,LIZABET,ekalizeka,False
3546933235,maslo.va,_a.maslova._,False
6784824043,Александра Молчанова,aleksandramolchanova6740,False
17633510972,Joseph Christian,joseph_joycover,False
683339867,Kate Kalin,kate.kalin,False
3260275010,Vadim Antonuk,vadimantonuk,False
8463560668,Наташа Кацкая,katskaya_nataliya,False
4963745515,Вкусные подарочки,yum_yum_dream,False
25386179181,марійка_15@,kivi_girl68,False
8683773536,ԿատԵրինա 🐯,angel_kett86,False
7112748132,HOLY SPIRIT NIGHT UKRAINE,holyspiritnightua,False
3120113948,Богдан Сидоренко,bodik.24,False
1713263309,░М░а░р░и░н░а░ ░Ф░р░о░л░о░в░а░,fm.marinafrolova,False
9228025851,Алина Никифорова,alinanikiforova765,False
7015441945,Движимые Любовью,dvizhimye_liuboviu,False
